ImageName,Title,Year,Coders,coder1-encodings,coder2-encodings,other-coder-encodings
VisC.415.4.png,Interior/exterior classification of polygonal models,2000,MS; RL,Surface/Volume,Surface/Volume,
VisC.415.6.png,Interior/exterior classification of polygonal models,2000,TI; RL,Surface/Volume,Surface/Volume,
VisC.415.7.png,Interior/exterior classification of polygonal models,2000,TM; HS,Surface/Volume,Surface/Volume,
VisC.423.2.png,Multi-resolution dynamic meshes with arbitrary deformations,2000,HS; JC,Bar,Bar,
VisC.423.4.png,Multi-resolution dynamic meshes with arbitrary deformations,2000,RL; JC,Bar,Bar,
VisC.423.5.png,Multi-resolution dynamic meshes with arbitrary deformations,2000,PI; HS,Line,Line,
VisC.433.1.png,Fast visualization methods for comparing dynamics: a case study in combustion,2000,TM; RL,Grid,Grid,
VisC.433.4.png,Fast visualization methods for comparing dynamics: a case study in combustion,2000,TM; RL,Surface/Volume,Surface/Volume,
VisC.433.7.png,Fast visualization methods for comparing dynamics: a case study in combustion,2000,TI; HS,Surface/Volume,Grid,
VisC.433.8.png,Fast visualization methods for comparing dynamics: a case study in combustion,2000,TM; RL,Surface/Volume,Surface/Volume,
VisC.437.3.png,Mastering interactive surface rendering for Java-based diagnostic applications,2000,TM; JC,Surface/Volume,Surface/Volume,
VisC.437.4.png,Mastering interactive surface rendering for Java-based diagnostic applications,2000,TM; JC,Surface/Volume,Surface/Volume,
VisC.449.1.png,Combining local and remote visualization techniques for interactive volume rendering in medical applications,2000,PI; JC,Surface/Volume,Surface/Volume,
VisC.449.10.png,Combining local and remote visualization techniques for interactive volume rendering in medical applications,2000,TM; RL,Surface/Volume,Surface/Volume,
VisC.449.7.png,Combining local and remote visualization techniques for interactive volume rendering in medical applications,2000,TM; RL,Surface/Volume,Surface/Volume,
VisC.449.8.png,Combining local and remote visualization techniques for interactive volume rendering in medical applications,2000,TM; TI,Surface/Volume,Surface/Volume,
VisC.449.12.png,Combining local and remote visualization techniques for interactive volume rendering in medical applications,2000,MS; TM,Surface/Volume,Surface/Volume,
VisC.453.1.png,An integrated visualization and design toolkit for flexible prosthetic heart valves,2000,TM; JC,Line,Line,
VisC.461.6.png,Mastering interactive virtual bronchioscopy on a low-end PC,2000,TM; HS,Surface/Volume,Surface/Volume,
VisC.465.5.png,Interactive visualization of protein dynamics,2000,TI; JC,Surface/Volume,Surface/Volume,
VisC.469.6.png,Interactive visualization of particle-in-cell simulations,2000,HS; JC,Surface/Volume,Surface/Volume,
VisC.469.7.png,Interactive visualization of particle-in-cell simulations,2000,TI; HS,Surface/Volume,Line,
VisC.469.8.png,Interactive visualization of particle-in-cell simulations,2000,PI; RL,Surface/Volume,Surface/Volume,
VisC.469.9.png,Interactive visualization of particle-in-cell simulations,2000,RL; HS,Surface/Volume,Surface/Volume,
VisC.469.11.png,Interactive visualization of particle-in-cell simulations,2000,TM; PI,Point,Point,
VisC.469.10.png,Interactive visualization of particle-in-cell simulations,2000,TM; JC,Area,Area,
VisC.473.1.png,Visualization of time dependent confocal microscopy data,2000,HS; JC,Surface/Volume,Surface/Volume,
VisC.473.3.png,Visualization of time dependent confocal microscopy data,2000,TM; JC,Surface/Volume,Surface/Volume,
VisC.477.3.png,Visual data fusion for applications of high-resolution numerical weather prediction,2000,TM; JC,Line,Line,
VisC.477.4.png,Visual data fusion for applications of high-resolution numerical weather prediction,2000,MS; HS,Line,Line,
VisC.477.2.png,Visual data fusion for applications of high-resolution numerical weather prediction,2000,TM; JC,Point,Point,
VisC.485.1.png,Vector fields simplification-a case study of visualizing climate modeling and simulation data sets,2000,TM; PI,Point,Point,
VisC.489.1.png,WEAVE: a system for visually linking 3-D and statistical visualizations applied to cardiac simulation and measurement data,2000,PI; JC,Surface/Volume,Surface/Volume,
VisC.489.2.png,WEAVE: a system for visually linking 3-D and statistical visualizations applied to cardiac simulation and measurement data,2000,PI; RL,Line,Line,
VisC.489.5.png,WEAVE: a system for visually linking 3-D and statistical visualizations applied to cardiac simulation and measurement data,2000,TM; RL,Line,Line,
VisC.493.2.png,Visualizing high-dimensional predictive model quality,2000,TI; JC,Line,Line,
VisC.493.10.png,Visualizing high-dimensional predictive model quality,2000,JC; HS,Area,Grid,
VisC.497.1.png,Visualizing volume data using physical models,2000,TM; HS,Surface/Volume,Surface/Volume,
VisC.497.3.png,Visualizing volume data using physical models,2000,RL; JC,Surface/Volume,Surface/Volume,
VisC.501.2.png,Visualizing DIII-D Tokamak magnetic field lines,2000,TM; TI,Line,Line,
VisC.501.3.png,Visualizing DIII-D Tokamak magnetic field lines,2000,MS; RL,Line,Line,
VisC.501.5.png,Visualizing DIII-D Tokamak magnetic field lines,2000,RL; JC,Line,Line,
VisC.505.3.png,Real-time visualization of the clear-up of a former US naval base,2000,RL; JC,Surface/Volume,Surface/Volume,
VisC.505.10.png,Real-time visualization of the clear-up of a former US naval base,2000,HS; JC,Surface/Volume,Surface/Volume,
VisC.505.11.png,Real-time visualization of the clear-up of a former US naval base,2000,TI; HS,Surface/Volume,Surface/Volume,
VisC.505.7.png,Real-time visualization of the clear-up of a former US naval base,2000,PI; TI,Surface/Volume,Surface/Volume,
VisC.509.2.png,Scientific visualization of water quality in the Chesapeake bay,2000,TI; RL,Surface/Volume,Surface/Volume,
VisC.509.5.png,Scientific visualization of water quality in the Chesapeake bay,2000,PI; TI,Grid,Grid,
VisC.509.7.png,Scientific visualization of water quality in the Chesapeake bay,2000,TM; PI,Surface/Volume,Surface/Volume,
VisC.513.6.png,Multi-resolution visualization techniques for nested weather models,2000,JC; RL,Surface/Volume,Surface/Volume,
InfoVisC.27.1.png,A scalable framework for information visualization,2000,PI; TI,Surface/Volume,Surface/Volume,
InfoVisC.27.3.png,A scalable framework for information visualization,2000,TM; JC,Node-link,Node-link,
InfoVisC.27.4.png,A scalable framework for information visualization,2000,JC; RL,Node-link,Node-link,
InfoVisC.27.5.png,A scalable framework for information visualization,2000,MS; JC,Node-link,Node-link,
InfoVisC.39.1.png,Visualizing massive multi-digraphs,2000,TM; JC,Node-link,Node-link,
InfoVisC.49.1.png,Density functions for visual attributes and effective partitioning in graph visualization,2000,PI; JC,Node-link,Node-link,
InfoVisC.49.3.png,Density functions for visual attributes and effective partitioning in graph visualization,2000,TM; JC,Line,Line,
InfoVisC.49.6.png,Density functions for visual attributes and effective partitioning in graph visualization,2000,MS; TI,Node-link,Node-link,
InfoVisC.57.1.png,"Focus+context display and navigation techniques for enhancing radial, space-filling hierarchy visualizations",2000,RL; JC,Bar,Bar,
InfoVisC.57.3.png,"Focus+context display and navigation techniques for enhancing radial, space-filling hierarchy visualizations",2000,PI; TI,Bar,Bar,
InfoVisC.57.4.png,"Focus+context display and navigation techniques for enhancing radial, space-filling hierarchy visualizations",2000,TI; JC,Bar,Bar,
InfoVisC.57.5.png,"Focus+context display and navigation techniques for enhancing radial, space-filling hierarchy visualizations",2000,TM; RL,Bar,Bar,
InfoVisC.85.3.png,Redefining the focus and context of focus+context visualization,2000,MS; TI,Text,Area,
InfoVisC.105.1.png,Visualizing sequential patterns for text mining,2000,TM; JC,Point,Point,
InfoVisC.105.5.png,Visualizing sequential patterns for text mining,2000,MS; PI,Line,Line,
InfoVisC.105.6.png,Visualizing sequential patterns for text mining,2000,MS; TM,Line,Line,
InfoVisC.115.1.png,ThemeRiver: visualizing theme changes over time,2000,TM; JC,Area,Area,
InfoVisC.115.3.png,ThemeRiver: visualizing theme changes over time,2000,JC; RL,Area,Area,
InfoVisC.115.4.png,ThemeRiver: visualizing theme changes over time,2000,TI; RL,Area,Area,
InfoVisC.145.1.png,Interactive problem solving via algorithm visualization,2000,RL; HS,Bar,Bar,
InfoVisC.145.2.png,Interactive problem solving via algorithm visualization,2000,PI; JC,Bar,Bar,
InfoVisC.145.3.png,Interactive problem solving via algorithm visualization,2000,TI; JC,Bar,Glyph,
InfoVisC.145.4.png,Interactive problem solving via algorithm visualization,2000,TI; JC,Bar,Bar,
InfoVisC.145.5.png,Interactive problem solving via algorithm visualization,2000,TI; RL,Point,Point,
InfoVisC.155.3.png,Metaphor-aware 3D navigation,2000,TI; JC,Node-link,Node-link,
InfoVisC.155.6.png,Metaphor-aware 3D navigation,2000,TI; JC,Bar,Bar,
InfoVisC.155.7.png,Metaphor-aware 3D navigation,2000,TI; JC,Surface/Volume,Surface/Volume,
InfoVisC.173.6.png,Using Visualization to Detect Plagiarism in Computer Science Classes,2000,TM; PI,Point,Grid,
InfoVisC.173.7.png,Using Visualization to Detect Plagiarism in Computer Science Classes,2000,MS; TM,Grid,Grid,
InfoVisC.173.8.png,Using Visualization to Detect Plagiarism in Computer Science Classes,2000,MS; TI,Grid,Point,
InfoVisC.173.10.png,Using Visualization to Detect Plagiarism in Computer Science Classes,2000,MS; HS,Point,Grid,
VisC.3.2.png,2D asymmetric tensor analysis,2005,JC; HS,Pattern,Pattern,
VisC.3.3.png,2D asymmetric tensor analysis,2005,TM; TI,Pattern,Pattern,
VisC.3.4.png,2D asymmetric tensor analysis,2005,MS; RL,Pattern,Pattern,
VisC.11.3.png,Exploring 2D tensor fields using stress nets,2005,TM; JC,Node-link,Node-link,
VisC.11.6.png,Exploring 2D tensor fields using stress nets,2005,RL; JC,Grid,Grid,
VisC.11.9.png,Exploring 2D tensor fields using stress nets,2005,TM; TI,Area,Grid,
VisC.11.7.png,Exploring 2D tensor fields using stress nets,2005,TI; RL,Glyph,Glyph,
VisC.11.10.png,Exploring 2D tensor fields using stress nets,2005,JC; RL,Node-link,Node-link,
VisC.11.16.png,Exploring 2D tensor fields using stress nets,2005,PI; HS,Node-link,Node-link,
VisC.11.15.png,Exploring 2D tensor fields using stress nets,2005,PI; JC,Node-link,Node-link,
VisC.19.1.png,Illuminated lines revisited,2005,TI; HS,Line,Line,
VisC.19.4.png,Illuminated lines revisited,2005,MS; TI,Line,Line,
VisC.35.4.png,Visualizing tensor fields in geomechanics,2005,RL; HS,Surface/Volume,Surface/Volume,
VisC.35.3.png,Visualizing tensor fields in geomechanics,2005,TI; RL,Surface/Volume,Surface/Volume,
VisC.35.8.png,Visualizing tensor fields in geomechanics,2005,TM; RL,Point,Surface/Volume,
VisC.35.7.png,Visualizing tensor fields in geomechanics,2005,PI; HS,Point,Point,
VisC.43.1.png,Framework for visualizing higher-order basis functions,2005,MS; JC,Surface/Volume,Surface/Volume,
VisC.43.8.png,Framework for visualizing higher-order basis functions,2005,TI; JC,Surface/Volume,Surface/Volume,
VisC.43.11.png,Framework for visualizing higher-order basis functions,2005,JC; HS,Surface/Volume,Surface/Volume,
VisC.43.12.png,Framework for visualizing higher-order basis functions,2005,JC; RL,Surface/Volume,Surface/Volume,
VisC.51.2.png,Visualization of white matter tracts with wrapped streamlines,2005,JC; HS,Line,Line,
VisC.51.11.png,Visualization of white matter tracts with wrapped streamlines,2005,MS; TI,Surface/Volume,Surface/Volume,
VisC.59.7.png,Fast and reproducible fiber bundle selection in DTI visualization,2005,JC; HS,Line,Line,
VisC.65.1.png,Evaluation of fiber clustering methods for diffusion tensor imaging,2005,TM; JC,Line,Line,
VisC.65.2.png,Evaluation of fiber clustering methods for diffusion tensor imaging,2005,MS; HS,Line,Line,
VisC.65.10.png,Evaluation of fiber clustering methods for diffusion tensor imaging,2005,PI; JC,Line,Line,
VisC.73.8.png,The application of GPU particle tracing to diffusion tensor field visualization,2005,TM; PI,Glyph,Glyph,
VisC.73.7.png,The application of GPU particle tracing to diffusion tensor field visualization,2005,RL; JC,Line,Line,
VisC.73.11.png,The application of GPU particle tracing to diffusion tensor field visualization,2005,TM; JC,Surface/Volume,Point,
VisC.73.10.png,The application of GPU particle tracing to diffusion tensor field visualization,2005,JC; HS,Glyph,Point,
VisC.73.9.png,The application of GPU particle tracing to diffusion tensor field visualization,2005,MS; HS,Line,Glyph,
VisC.79.3.png,The value of visualization,2005,MS; PI,Surface/Volume,Surface/Volume,
VisC.79.5.png,The value of visualization,2005,JC; RL,Node-link,Node-link,
VisC.87.1.png,On the optimization of visualizations of complex phenomena,2005,TM; HS,Pattern,Surface/Volume,
VisC.87.4.png,On the optimization of visualizations of complex phenomena,2005,HS; JC,Surface/Volume,Surface/Volume,
VisC.87.5.png,On the optimization of visualizations of complex phenomena,2005,RL; JC,Pattern,Pattern,
VisC.87.7.png,On the optimization of visualizations of complex phenomena,2005,TI; RL,Line,Line,
VisC.87.11.png,On the optimization of visualizations of complex phenomena,2005,TI; JC,Line,Line,
VisC.87.8.png,On the optimization of visualizations of complex phenomena,2005,TI; HS,Line,Line,
VisC.103.8.png,Sort-middle multi-projector immediate-mode rendering in Chromium,2005,JC; RL,Surface/Volume,Surface/Volume,
VisC.103.10.png,Sort-middle multi-projector immediate-mode rendering in Chromium,2005,TI; RL,Line,Line,
VisC.111.1.png,COTS cluster-based sort-last rendering: performance evaluation and pipelined implementation,2005,RL; HS,Surface/Volume,Surface/Volume,
VisC.111.5.png,COTS cluster-based sort-last rendering: performance evaluation and pipelined implementation,2005,MS; RL,Bar,Bar,
VisC.111.7.png,COTS cluster-based sort-last rendering: performance evaluation and pipelined implementation,2005,PI; JC,Line,Line,
VisC.111.8.png,COTS cluster-based sort-last rendering: performance evaluation and pipelined implementation,2005,MS; TM,Line,Line,
VisC.111.9.png,COTS cluster-based sort-last rendering: performance evaluation and pipelined implementation,2005,TI; HS,Line,Line,
VisC.111.11.png,COTS cluster-based sort-last rendering: performance evaluation and pipelined implementation,2005,PI; RL,Bar,Bar,
VisC.119.5.png,OpenGL multipipe SDK: a toolkit for scalable parallel rendering,2005,TM; HS,Surface/Volume,Surface/Volume,
VisC.119.11.png,OpenGL multipipe SDK: a toolkit for scalable parallel rendering,2005,MS; JC,Line,Line,
VisC.119.10.png,OpenGL multipipe SDK: a toolkit for scalable parallel rendering,2005,HS; JC,Line,Line,
VisC.127.7.png,A shader-based parallel rendering framework,2005,PI; JC,Line,Line,
VisC.127.6.png,A shader-based parallel rendering framework,2005,TI; RL,Surface/Volume,Surface/Volume,
VisC.127.11.png,A shader-based parallel rendering framework,2005,RL; JC,Surface/Volume,Surface/Volume,
VisC.143.1.png,Build-by-number: rearranging the real world to visualize novel architectural spaces,2005,RL; JC,Surface/Volume,Surface/Volume,
VisC.143.3.png,Build-by-number: rearranging the real world to visualize novel architectural spaces,2005,TI; JC,Surface/Volume,Surface/Volume,
VisC.143.7.png,Build-by-number: rearranging the real world to visualize novel architectural spaces,2005,JC; RL,Surface/Volume,Surface/Volume,
VisC.151.2.png,Phonon tracing for auralization and visualization of sound,2005,PI; JC,Line,Line,
VisC.151.3.png,Phonon tracing for auralization and visualization of sound,2005,MS; TI,Line,Line,
VisC.151.6.png,Phonon tracing for auralization and visualization of sound,2005,MS; TM,Point,Surface/Volume,
VisC.151.11.png,Phonon tracing for auralization and visualization of sound,2005,MS; PI,Bar,Line,
VisC.151.13.png,Phonon tracing for auralization and visualization of sound,2005,JC; RL,Line,Line,
VisC.159.1.png,The visible radio: process visualization of a software-defined radio,2005,TI; JC,Line,Line,
VisC.167.6.png,Query-driven visualization of large data sets,2005,TI; HS,Line,Line,
VisC.167.8.png,Query-driven visualization of large data sets,2005,TI; HS,Line,Line,
VisC.167.7.png,Query-driven visualization of large data sets,2005,RL; HS,Line,Line,
VisC.167.9.png,Query-driven visualization of large data sets,2005,RL; HS,Bar,Bar,
VisC.167.11.png,Query-driven visualization of large data sets,2005,MS; JC,Bar,Bar,
VisC.167.10.png,Query-driven visualization of large data sets,2005,JC; RL,Bar,Bar,
VisC.175.1.png,Visualization of time-dependent remote adaptive mesh refinement data,2005,JC; HS,Surface/Volume,Grid,
VisC.175.8.png,Visualization of time-dependent remote adaptive mesh refinement data,2005,MS; TM,Surface/Volume,Surface/Volume,
VisC.175.10.png,Visualization of time-dependent remote adaptive mesh refinement data,2005,PI; JC,Surface/Volume,Surface/Volume,
VisC.183.4.png,Distributed data management for large volume visualization,2005,TI; RL,Line,Line,
VisC.183.5.png,Distributed data management for large volume visualization,2005,RL; JC,Surface/Volume,Surface/Volume,
VisC.183.6.png,Distributed data management for large volume visualization,2005,TM; JC,Line,Line,
VisC.191.4.png,A contract based system for large data visualization,2005,MS; TI,Surface/Volume,Surface/Volume,
VisC.191.3.png,A contract based system for large data visualization,2005,TI; HS,Surface/Volume,Surface/Volume,
VisC.191.6.png,A contract based system for large data visualization,2005,TM; RL,Area,Grid,
VisC.191.13.png,A contract based system for large data visualization,2005,TM; TI,Surface/Volume,Surface/Volume,
VisC.191.11.png,A contract based system for large data visualization,2005,TI; HS,Surface/Volume,Surface/Volume,
VisC.191.12.png,A contract based system for large data visualization,2005,TI; RL,Surface/Volume,Surface/Volume,
VisC.191.17.png,A contract based system for large data visualization,2005,TI; JC,Surface/Volume,Surface/Volume,
VisC.191.15.png,A contract based system for large data visualization,2005,JC; RL,Surface/Volume,Surface/Volume,
VisC.191.14.png,A contract based system for large data visualization,2005,JC; RL,Surface/Volume,Surface/Volume,
VisC.199.5.png,Interactive rendering of large unstructured grids using dynamic level-of-detail,2005,PI; JC,Line,Line,
VisC.199.8.png,Interactive rendering of large unstructured grids using dynamic level-of-detail,2005,MS; RL,Line,Line,
VisC.199.9.png,Interactive rendering of large unstructured grids using dynamic level-of-detail,2005,TI; RL,Surface/Volume,Surface/Volume,
VisC.207.5.png,Batched multi triangulation,2005,MS; PI,Area,Node-link,
VisC.207.10.png,Batched multi triangulation,2005,MS; JC,Surface/Volume,Surface/Volume,
VisC.215.8.png,View-dependent rendering of multiresolution texture-atlases,2005,PI; TI,Surface/Volume,Surface/Volume,
VisC.215.7.png,View-dependent rendering of multiresolution texture-atlases,2005,JC; HS,Line,Line,
VisC.223.1.png,Exploiting frame-to-frame coherence for accelerating high-quality volume raycasting on graphics hardware,2005,TM; JC,Surface/Volume,Surface/Volume,
VisC.223.3.png,Exploiting frame-to-frame coherence for accelerating high-quality volume raycasting on graphics hardware,2005,PI; RL,Surface/Volume,Surface/Volume,
VisC.223.8.png,Exploiting frame-to-frame coherence for accelerating high-quality volume raycasting on graphics hardware,2005,PI; RL,Surface/Volume,Surface/Volume,
VisC.239.7.png,Stream-processing points,2005,TI; JC,Line,Line,
VisC.239.6.png,Stream-processing points,2005,TI; RL,Bar,Bar,
VisC.239.9.png,Stream-processing points,2005,TM; HS,Surface/Volume,Surface/Volume,
VisC.239.10.png,Stream-processing points,2005,TM; JC,Bar,Bar,
VisC.239.11.png,Stream-processing points,2005,RL; JC,Surface/Volume,Surface/Volume,
VisC.247.5.png,VolumeExplorer: roaming large volumes to couple visualization and data processing for oil and gas exploration,2005,JC; HS,Surface/Volume,Surface/Volume,
VisC.247.7.png,VolumeExplorer: roaming large volumes to couple visualization and data processing for oil and gas exploration,2005,TM; JC,Line,Line,
VisC.255.4.png,Reflection nebula visualization,2005,TI; RL,Line,Line,
VisC.255.7.png,Reflection nebula visualization,2005,TM; HS,Pattern,Grid,
VisC.255.10.png,Reflection nebula visualization,2005,TI; JC,Surface/Volume,Surface/Volume,
VisC.263.7.png,Multimodal exploration of the fourth dimension,2005,PI; JC,Line,Line,
VisC.271.1.png,High performance volume splatting for visualization of neurovascular data,2005,TM; RL,Surface/Volume,Surface/Volume,
VisC.271.6.png,High performance volume splatting for visualization of neurovascular data,2005,TM; HS,Surface/Volume,Surface/Volume,
VisC.271.8.png,High performance volume splatting for visualization of neurovascular data,2005,RL; JC,Surface/Volume,Surface/Volume,
VisC.271.11.png,High performance volume splatting for visualization of neurovascular data,2005,JC; RL,Surface/Volume,Surface/Volume,
VisC.271.9.png,High performance volume splatting for visualization of neurovascular data,2005,TI; HS,Line,Line,
VisC.271.13.png,High performance volume splatting for visualization of neurovascular data,2005,TM; PI,Surface/Volume,Surface/Volume,
VisC.271.14.png,High performance volume splatting for visualization of neurovascular data,2005,TM; RL,Surface/Volume,Surface/Volume,
VisC.279.2.png,Teniae coli guided navigation and registration for virtual colonoscopy,2005,TM; HS,Surface/Volume,Surface/Volume,
VisC.279.7.png,Teniae coli guided navigation and registration for virtual colonoscopy,2005,TM; JC,Surface/Volume,Surface/Volume,
VisC.287.5.png,Statistically quantitative volume visualization,2005,TI; HS,Line,Line,
VisC.287.7.png,Statistically quantitative volume visualization,2005,TM; RL,Surface/Volume,Surface/Volume,
VisC.287.8.png,Statistically quantitative volume visualization,2005,MS; HS,Surface/Volume,Surface/Volume,
VisC.295.2.png,Scale-invariant volume rendering,2005,TM; RL,Surface/Volume,Surface/Volume,
VisC.295.3.png,Scale-invariant volume rendering,2005,TM; PI,Pattern,Pattern,
VisC.295.5.png,Scale-invariant volume rendering,2005,TM; JC,Surface/Volume,Area,
VisC.295.8.png,Scale-invariant volume rendering,2005,TM; RL,Surface/Volume,Surface/Volume,
VisC.303.8.png,Rendering tetrahedral meshes with higher-order attenuation functions for digital radiograph reconstruction,2005,HS; JC,Surface/Volume,Surface/Volume,
VisC.303.9.png,Rendering tetrahedral meshes with higher-order attenuation functions for digital radiograph reconstruction,2005,PI; JC,Surface/Volume,Surface/Volume,
VisC.303.10.png,Rendering tetrahedral meshes with higher-order attenuation functions for digital radiograph reconstruction,2005,TI; RL,Surface/Volume,Surface/Volume,
VisC.311.1.png,Prefiltered Gaussian reconstruction for high-quality rendering of volumetric data sampled on a body-centered cubic grid,2005,TM; HS,Surface/Volume,Surface/Volume,
VisC.311.2.png,Prefiltered Gaussian reconstruction for high-quality rendering of volumetric data sampled on a body-centered cubic grid,2005,PI; HS,Line,Line,
VisC.311.3.png,Prefiltered Gaussian reconstruction for high-quality rendering of volumetric data sampled on a body-centered cubic grid,2005,RL; JC,Line,Line,
VisC.311.4.png,Prefiltered Gaussian reconstruction for high-quality rendering of volumetric data sampled on a body-centered cubic grid,2005,PI; JC,Line,Line,
VisC.311.7.png,Prefiltered Gaussian reconstruction for high-quality rendering of volumetric data sampled on a body-centered cubic grid,2005,TM; TI,Surface/Volume,Surface/Volume,
VisC.311.8.png,Prefiltered Gaussian reconstruction for high-quality rendering of volumetric data sampled on a body-centered cubic grid,2005,TM; JC,Surface/Volume,Surface/Volume,
VisC.311.9.png,Prefiltered Gaussian reconstruction for high-quality rendering of volumetric data sampled on a body-centered cubic grid,2005,PI; JC,Surface/Volume,Surface/Volume,
VisC.311.10.png,Prefiltered Gaussian reconstruction for high-quality rendering of volumetric data sampled on a body-centered cubic grid,2005,TI; HS,Surface/Volume,Surface/Volume,
VisC.311.11.png,Prefiltered Gaussian reconstruction for high-quality rendering of volumetric data sampled on a body-centered cubic grid,2005,PI; JC,Surface/Volume,Surface/Volume,
VisC.319.12.png,VolQD: direct volume rendering of multi-million atom quantum dot simulations,2005,TM; HS,Surface/Volume,Surface/Volume,
VisC.319.11.png,VolQD: direct volume rendering of multi-million atom quantum dot simulations,2005,MS; JC,Grid,Surface/Volume,
VisC.319.15.png,VolQD: direct volume rendering of multi-million atom quantum dot simulations,2005,RL; HS,Surface/Volume,Surface/Volume,
VisC.319.16.png,VolQD: direct volume rendering of multi-million atom quantum dot simulations,2005,TM; JC,Surface/Volume,Surface/Volume,
VisC.327.2.png,High dynamic range volume visualization,2005,TM; RL,Surface/Volume,Surface/Volume,
VisC.327.6.png,High dynamic range volume visualization,2005,TI; HS,Surface/Volume,Grid,
VisC.327.5.png,High dynamic range volume visualization,2005,HS; JC,Surface/Volume,Surface/Volume,
VisC.327.8.png,High dynamic range volume visualization,2005,TI; HS,Surface/Volume,Surface/Volume,
VisC.335.4.png,Volume rendering of smoke propagation CFD data,2005,TI; RL,Surface/Volume,Surface/Volume,
VisC.335.5.png,Volume rendering of smoke propagation CFD data,2005,RL; JC,Pattern,Pattern,
VisC.335.9.png,Volume rendering of smoke propagation CFD data,2005,RL; JC,Surface/Volume,Surface/Volume,
VisC.343.1.png,Hardware-accelerated simulated radiography,2005,TI; HS,Surface/Volume,Grid,
VisC.343.2.png,Hardware-accelerated simulated radiography,2005,PI; JC,Line,Line,
VisC.343.3.png,Hardware-accelerated simulated radiography,2005,TM; HS,Surface/Volume,Surface/Volume,
VisC.343.5.png,Hardware-accelerated simulated radiography,2005,JC; HS,Pattern,Grid,
VisC.343.7.png,Hardware-accelerated simulated radiography,2005,MS; JC,Surface/Volume,Surface/Volume,
VisC.351.1.png,Fast visualization by shear-warp on quadratic super-spline models using wavelet data decompositions,2005,MS; TI,Surface/Volume,Surface/Volume,
VisC.351.5.png,Fast visualization by shear-warp on quadratic super-spline models using wavelet data decompositions,2005,TI; HS,Surface/Volume,Surface/Volume,
VisC.351.9.png,Fast visualization by shear-warp on quadratic super-spline models using wavelet data decompositions,2005,MS; TM,Surface/Volume,Surface/Volume,
VisC.351.8.png,Fast visualization by shear-warp on quadratic super-spline models using wavelet data decompositions,2005,JC; HS,Surface/Volume,Surface/Volume,
VisC.359.2.png,Dataset traversal with motion-controlled transfer functions,2005,MS; TI,Surface/Volume,Surface/Volume,
VisC.359.1.png,Dataset traversal with motion-controlled transfer functions,2005,PI; TI,Surface/Volume,Surface/Volume,
VisC.359.6.png,Dataset traversal with motion-controlled transfer functions,2005,MS; TM,Surface/Volume,Surface/Volume,
VisC.359.9.png,Dataset traversal with motion-controlled transfer functions,2005,JC; HS,Bar,Bar,
VisC.367.1.png,The magic volume lens: an interactive focus+context technique for volume rendering,2005,PI; JC,Surface/Volume,Surface/Volume,
VisC.367.3.png,The magic volume lens: an interactive focus+context technique for volume rendering,2005,PI; RL,Surface/Volume,Surface/Volume,
VisC.367.4.png,The magic volume lens: an interactive focus+context technique for volume rendering,2005,PI; TI,Surface/Volume,Surface/Volume,
VisC.367.6.png,The magic volume lens: an interactive focus+context technique for volume rendering,2005,RL; HS,Surface/Volume,Surface/Volume,
VisC.367.9.png,The magic volume lens: an interactive focus+context technique for volume rendering,2005,JC; RL,Surface/Volume,Surface/Volume,
VisC.367.11.png,The magic volume lens: an interactive focus+context technique for volume rendering,2005,MS; JC,Surface/Volume,Surface/Volume,
VisC.367.16.png,The magic volume lens: an interactive focus+context technique for volume rendering,2005,MS; TI,Surface/Volume,Surface/Volume,
VisC.367.15.png,The magic volume lens: an interactive focus+context technique for volume rendering,2005,TM; HS,Surface/Volume,Surface/Volume,
VisC.367.17.png,The magic volume lens: an interactive focus+context technique for volume rendering,2005,TM; JC,Surface/Volume,Surface/Volume,
VisC.375.1.png,Effectively visualizing large networks through sampling,2005,TI; RL,Node-link,Node-link,
VisC.375.4.png,Effectively visualizing large networks through sampling,2005,TI; JC,Point,Point,
VisC.375.3.png,Effectively visualizing large networks through sampling,2005,PI; JC,Line,Line,
VisC.375.6.png,Effectively visualizing large networks through sampling,2005,MS; RL,Point,Glyph,
VisC.375.5.png,Effectively visualizing large networks through sampling,2005,MS; PI,Line,Line,
VisC.375.2.png,Effectively visualizing large networks through sampling,2005,PI; TI,Point,Point,
VisC.375.7.png,Effectively visualizing large networks through sampling,2005,TM; JC,Line,Line,
VisC.375.10.png,Effectively visualizing large networks through sampling,2005,RL; HS,Node-link,Node-link,
VisC.375.11.png,Effectively visualizing large networks through sampling,2005,TM; RL,Node-link,Node-link,
VisC.383.3.png,Opening the black box - data driven visualization of neural networks,2005,MS; TI,Grid,Grid,
VisC.383.7.png,Opening the black box - data driven visualization of neural networks,2005,TM; TI,Node-link,Node-link,
VisC.383.8.png,Opening the black box - data driven visualization of neural networks,2005,TM; HS,Point,Point,
VisC.383.6.png,Opening the black box - data driven visualization of neural networks,2005,JC; RL,Line,Line,
VisC.391.5.png,Interactive visual analysis and exploration of injection systems simulations,2005,MS; TI,Point,Point,
VisC.391.6.png,Interactive visual analysis and exploration of injection systems simulations,2005,MS; RL,Bar,Bar,
VisC.391.9.png,Interactive visual analysis and exploration of injection systems simulations,2005,JC; HS,Line,Line,
VisC.391.14.png,Interactive visual analysis and exploration of injection systems simulations,2005,MS; HS,Line,Line,
